web-scraper-order,web-scraper-start-url,Products,Image-src,price
1602945269-353,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-347,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-227,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-339,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/0714acdbbf4b83fc.jpg?q=50,
1602945269-369,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-279,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/f51f65954da3bd88.jpg?q=50,
1602945269-337,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/dceca5764c0bc03f.jpg?q=50,
1602945269-313,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/368bc993b79f8a3c.jpg?q=50,
1602945269-267,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-281,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/c8cf5c7f06006cb9.jpg?q=50,
1602945269-292,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/68046600a5f958cf.jpg?q=50,
1602945269-259,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-362,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-346,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-400,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-234,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-297,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/3424bd9f5991cb33.jpg?q=50,
1602945269-321,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/8d9dcea4636409c1.jpg?q=50,
1602945269-249,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-309,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/67d43067b117c115.jpg?q=50,
1602945269-277,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/30381038a83a9eb2.jpg?q=50,
1602945269-331,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/06e297b33a5100bf.jpg?q=50,
1602945269-293,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/10bbfdab6c0b0b00.jpg?q=50,
1602945269-256,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-410,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-409,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-319,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/06850572bad76b6f.jpg?q=50,
1602945269-253,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-394,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-379,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-243,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-387,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-302,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/70c405a5494be1fb.jpg?q=50,
1602945269-377,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-376,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-358,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-397,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-306,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/0b199fd64c14c0dd.jpg?q=50,
1602945269-392,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-301,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/f462df6e41946860.jpg?q=50,
1602945269-341,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/a83eaeea6c2bd611.jpg?q=50,
1602945269-299,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/311c932b43829c42.jpg?q=50,
1602945269-408,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-414,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-289,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/4275c899f98ce402.jpg?q=50,
1602945269-250,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-352,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-372,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-386,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-298,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/0a48373c58070205.jpg?q=50,
1602945269-388,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-365,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-318,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/61b00a447ca81e49.jpg?q=50,
1602945269-245,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-398,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-395,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-415,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-265,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-311,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/97421fa9fe27ba60.jpg?q=50,
1602945269-351,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-271,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-357,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-325,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/15f2bf9554c3cee4.jpg?q=50,
1602945269-308,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/1d40fedabd47214a.jpg?q=50,
1602945269-371,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-276,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/b5543a8ed037ac18.jpg?q=50,
1602945269-233,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-370,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-246,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-315,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/1df36235f2f9cc07.jpg?q=50,
1602945269-354,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-340,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/bd5f5926a73f2a04.jpg?q=50,
1602945269-228,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-300,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/575e8bc4b63cdfe8.jpg?q=50,
1602945269-363,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-378,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-389,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-251,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-296,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/f913c0488b7b02e7.jpg?q=50,
1602945269-359,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-295,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/f202fd3f11168ca6.jpg?q=50,
1602945269-336,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/25c0ff0d5a340ffe.jpg?q=50,
1602945269-350,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-326,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/5dd8c39962ea3a64.jpg?q=50,
1602945269-393,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-355,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-273,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-238,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-232,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-366,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-268,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-407,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-381,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-330,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/42c0f75154172783.jpg?q=50,
1602945269-236,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-413,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-290,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,https://rukminim1.flixcart.com/flap/50/50/image/5a68c14d4ada5cc8.jpg?q=50,
1602945269-402,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
1602945269-390,https://www.flipkart.com/mobile-phones-store?otracker=nmenu_sub_Electronics_0_Mobiles,,,
