web-scraper-order,web-scraper-start-url,Phone Name,Phone Price,Phone Delivery Date,Phone Image-src,Phone Descp
1602939117-196,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,https://m.media-amazon.com/images/I/81rpzlanj1L._AC_UY218_.jpg,
1602939117-168,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,"Tomorrow, October 18",,
1602939117-209,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Redmi Note 9 (Scarlet Red, 4GB RAM, 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL"
1602939117-202,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Redmi Note 9 Pro (Aurora Blue, 4GB RAM, 64GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI"
1602939117-184,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,https://m.media-amazon.com/images/I/71-Su4Wr0HL._AC_UY218_.jpg,
1602939117-120,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Redmi Note 9 Pro (Interstellar Black, 4GB RAM, 64GB Storage)- Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI",,,,
1602939117-211,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Samsung Galaxy M21 (Raven Black, 4GB RAM, 64GB Storage)"
1602939117-158,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,"12,999",,,
1602939117-147,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,"10,999",,,
1602939117-157,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,"16,499",,,
1602939117-177,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,"Tomorrow, October 18",,
1602939117-192,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,https://m.media-amazon.com/images/I/81u6E5niDiL._AC_UY218_.jpg,
1602939117-131,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Samsung Galaxy M31 (Space Black, 6GB RAM, 128GB Storage)",,,,
1602939117-198,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,https://m.media-amazon.com/images/I/71OxJeyywSL._AC_UY218_.jpg,
1602939117-152,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,"15,999",,,
1602939117-224,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Redmi Note 9 Pro (Glacier White, 6GB RAM, 128GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI"
1602939117-220,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Redmi Note 9 Pro (Glacier White, 4GB RAM, 64GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI"
1602939117-130,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Samsung Galaxy M21 (Iceberg Blue, 4GB RAM, 64GB Storage)",,,,
1602939117-194,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,https://m.media-amazon.com/images/I/714YRy5EizL._AC_UY218_.jpg,
1602939117-128,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",,,,
1602939117-189,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,https://m.media-amazon.com/images/I/71-Su4Wr0HL._AC_UY218_.jpg,
1602939117-197,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,https://m.media-amazon.com/images/I/71dujTTJDZL._AC_UY218_.jpg,
1602939117-172,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,"Tuesday, October 20",,
1602939117-142,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,"12,999",,,
1602939117-212,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange"
1602939117-181,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,"Tomorrow, October 18",,
1602939117-132,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Redmi Note 9 Pro Max (Interstellar Black, 6GB RAM, 64GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",,,,
1602939117-176,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,"Tomorrow, October 18",,
1602939117-154,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,"16,499",,,
1602939117-213,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 64GB Storage)"
1602939117-199,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,https://m.media-amazon.com/images/I/710qEb8G3gL._AC_UY218_.jpg,
1602939117-145,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,"12,499",,,
1602939117-203,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)"
1602939117-205,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Samsung Galaxy M21 (Midnight Blue, 4GB RAM, 64GB Storage)"
1602939117-160,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,"15,499",,,
1602939117-144,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,"12,999",,,
1602939117-207,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Redmi Note 9 (Aqua Green, 4GB RAM, 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL"
1602939117-151,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,"12,499",,,
1602939117-150,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,"18,499",,,
1602939117-141,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,"10,999",,,
1602939117-137,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Samsung Galaxy M21 (Midnight Blue, 6GB RAM, 128GB Storage)",,,,
1602939117-175,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,"Tuesday, October 20",,
1602939117-153,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,"15,499",,,
1602939117-217,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Samsung Galaxy M31 Prime Edition (Space Black, 6GB RAM, 128GB Storage) - Get Complementary 3 month Prime Membership"
1602939117-179,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,"Tomorrow, October 18",,
1602939117-122,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Samsung Galaxy M31 Prime Edition (Ocean Blue, 6GB RAM, 128GB Storage) - Get Complementary 3 month Prime Membership",,,,
1602939117-156,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,"16,499",,,
1602939117-188,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,https://m.media-amazon.com/images/I/81DvimWN5xL._AC_UY218_.jpg,
1602939117-180,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,"Tomorrow, October 18",,
1602939117-143,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,"18,499",,,
1602939117-133,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Samsung Galaxy M31 Prime Edition (Space Black, 6GB RAM, 128GB Storage) - Get Complementary 3 month Prime Membership",,,,
1602939117-117,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL",,,,
1602939117-173,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,"Monday, October 19",,
1602939117-126,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Samsung Galaxy M31s (Mirage Black, 6GB RAM, 128GB Storage)",,,,
1602939117-140,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Redmi Note 9 Pro (Glacier White, 6GB RAM, 128GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI",,,,
1602939117-182,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,https://m.media-amazon.com/images/I/71zb0UaK0PL._AC_UY218_.jpg,
1602939117-161,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,"10,999",,,
1602939117-190,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,https://m.media-amazon.com/images/I/71vvUDCY4PL._AC_UY218_.jpg,
1602939117-219,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Redmi Note 9 Pro Max (Interstellar Black, 8GB RAM, 128GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | with 12 Months No Cost EMI"
1602939117-163,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,"Monday, October 19",,
1602939117-214,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Samsung Galaxy M21 (Iceberg Blue, 4GB RAM, 64GB Storage)"
1602939117-136,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Redmi Note 9 Pro (Glacier White, 4GB RAM, 64GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI",,,,
1602939117-121,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Samsung Galaxy M21 (Midnight Blue, 4GB RAM, 64GB Storage)",,,,
1602939117-124,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)",,,,
1602939117-186,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,https://m.media-amazon.com/images/I/71BFG8Zu7zL._AC_UY218_.jpg,
1602939117-200,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,https://m.media-amazon.com/images/I/81rpzlanj1L._AC_UY218_.jpg,
1602939117-134,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Samsung Galaxy M31 Prime Edition (Iceberg Blue, 6GB RAM, 128GB Storage) - Get Complementary 3 month Prime Membership",,,,
1602939117-221,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Samsung Galaxy M21 (Midnight Blue, 6GB RAM, 128GB Storage)"
1602939117-165,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,"Tomorrow, October 18",,
1602939117-222,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Samsung Galaxy M31 (Space Black, 6GB RAM, 64GB Storage)"
